id,lat,lon,name,shop_type,brand,opening_hours,phone,website,address,wheelchair,payment_methods
node/10270350905,37.7420661,-122.4062892,,antiques,,,,,"360, Bayshore Boulevard",,
node/10271727714,37.7908617,-122.4195049,Terrasol,gift,,,,https://sfterrasol.com/,"1526, California Street",,
node/10271758624,37.7908544,-122.4195498,Marvel Cleaners,dry_cleaning,,Mo-Fr 09:00-17:00; Sa 10:00-16:00; Su off,,,"1528, California Street",,yes
node/10273742748,37.7881324,-122.408565,Pandora,jewelry,Pandora,,,,"345, Powell Street",,
node/10276095321,37.7901935,-122.420474,Jeet Big Times,tobacco,,Mo-Th 09:00-23:00; Fr-Sa 09:00-01:00; Su 10:00-22:00,+1 415-409-2909,,"1444, Polk Street",,
node/10276799170,37.6520407,-122.4678065,Rainbow Salon,hairdresser,,,,,,,
node/10276799171,37.652007,-122.4678026,,e-cigarette,,,,,,,
node/10276799172,37.6519644,-122.4678026,King Nail Spa,beauty,,,,,,,
node/10282647843,37.7946215,-122.4129609,Nadya,beauty,,,+1 415-851-0863,,"Taylor Street, San Francisco, 94133",,
node/10284006628,37.7792441,-122.392982,Game Post,games,,Mo-Sa 12:00-18:00,+1-415-566-0700,https://sfgamepost.com/,"689, 3rd Street, San Francisco, 94107",yes,
node/10285165450,37.7708666,-122.430089,Earthen Ceramics,houseware,,Mo-Su 12:00-19:00,+1 415-212-8720,https://earthen-shop.com/,"136, Fillmore Street, San Francisco, 94117",yes,
node/10285191801,37.7709109,-122.43009,Studio Estrada,hairdresser,,,,,,,
node/10286247065,37.7632112,-122.426483,Star Wash Laundromat,laundry,,Mo-Su 07:00-21:00; PH 07:00-21:00,,,"392, Dolores Street, San Francisco, 94110",,
node/10287813564,37.7630939,-122.426786,New Deal Home,furniture,,We-Fr 11:00-18:00; Sa 12:00-17:00,+1 415-983-2966,https://www.newdealhome.com/,"3618, 17th Street, San Francisco, 94114",,
node/10290560919,37.7626975,-122.4286772,Flower Hair Studio,hairdresser,,,,,"510, Church Street",,
node/10293816812,37.7820786,-122.4520577,Big O Tires,tyres,Big O Tires,,,,,,
node/10303706847,37.7986344,-122.4242729,Tim Silver Platter Liquor Store & Grocery,alcohol,,,,,,,
node/10303811686,37.8006137,-122.4387283,Botto petite,yes,,,,,,,
node/10303811688,37.8006483,-122.4384571,Two Skirts,clothes,,,,,"2124, Chestnut Street",,
node/10303811689,37.8008529,-122.4368257,T-Mobile,mobile_phone,T-Mobile,,,,,,
node/10303811692,37.8008266,-122.4370394,Zenbi Nails,beauty,,,,,,,
node/10309959734,37.7755903,-122.4226038,,hairdresser,,,+1 415-861-3450,,"230, Gough Street",,
node/10309959735,37.7777128,-122.4250043,Grove St Market,convenience,,,+1 415-861-2293,,"500, Grove Street",,
node/10309959739,37.7768628,-122.4241248,VRAI,jewelry,,,,,,,
node/10309959740,37.7771012,-122.4221234,DeStore,yes,,,,,,,
node/10309959741,37.7771875,-122.4217763,Unity Salom,hairdresser,,,,,,,
node/10311776854,37.7746125,-122.465134,Safeway,supermarket,Safeway,Mo-Su 06:00-24:00,+1-415-683-4070,https://local.safeway.com/safeway/ca/san-francisco/735-7th-ave.html,"735, 7th Avenue, San Francisco, 94118",,
node/10431237159,37.7901128,-122.4159487,Saf Beauty Spa,beauty,,,+1 415-319-5712,http://safbeautysf.com,"1205, Pine Street",,
node/10431237161,37.7903694,-122.4171531,Bay Breeze Cleaners,dry_cleaning,,,,,"1018, Hyde Street",,
node/10538290179,37.7899442,-122.4042132,HB Alterations,tailor,,,+1 415-986-2959,,,,
node/10538290180,37.7899682,-122.4034743,Site for Sore Eyes,optician,Site for Sore Eyes,,,,"176, Sutter Street",,
node/10538306967,37.7942399,-122.3981092,Ahmet's Barber and Hair Styling,hairdresser,,,,,San Francisco,,
node/10538343243,37.7939714,-122.4045678,Discount Cigarettes Smoke Shop,tobacco,,,,,"626, Kearny Street",,
node/10542240026,37.7946288,-122.423756,Pacific French Cleaners,dry_cleaning,,,,,,,
node/10542240028,37.7950196,-122.4235051,Pearly Nails,beauty,,,+1 415-567-2866,,"2015, Van Ness Avenue",,
node/10542243246,37.7861644,-122.421757,Restore Aesthetics,beauty,,,+1 415-920-3341,https://www.restoreaesthetics.com/,,,
node/10542243248,37.7840332,-122.4213322,Land Rover,car,Land Rover,,,,,,
node/10542243252,37.7920181,-122.4229333,Relax the Back,bed,,Mo-Sa 11:00-17:00; Su 12:00-17:00,,,,,
node/10542248284,37.7950474,-122.4223709,The Jug Shop,alcohol,,,,,"1648, Pacific Avenue",,
node/10544423199,37.7871321,-122.4198331,Guys Electronics,mobile_phone,,,,,,,
node/10553760191,37.78516,-122.4209461,,florist,,,,,,,
node/10553806541,37.7911016,-122.4176802,Hair on Hyde,hairdresser,,,+1 415-674-9689,,"1402, California Street",,
node/10553806542,37.7909111,-122.4170828,Cali Gifts & More,tobacco,,,,,,,
node/10553806545,37.791149,-122.4206827,Delightful Massage Foot Reflexology,massage,,,,,"1538, Polk Street",,
node/10553806547,37.7912358,-122.4207109,Lan's Formal Wear,clothes,,Mo-Sa 10:00-18:00; Su off,+1 415-921-2615,,,,
node/10553806548,37.7919329,-122.4208312,Precision Hair Design,hairdresser,,Mo-Sa 10:00-18:30; Su 10:00-18:00,,,"1622, Polk Street",yes,
node/10553806551,37.7919167,-122.421121,Fung Soong Reflexology,massage,,,+1 415-567-8298,,"1623, Polk Street",,
node/10553806552,37.7918305,-122.4211055,Frank's Shoe Repair & Leather Goods,shoe_repair,,Mo-Sa 08:30-19:00,+1 415-775-1694,,"1619, Polk Street",yes,yes
node/10553806553,37.7917887,-122.4210976,Anjalee,massage,,,+1 415-351-1900,https://www.anjaleethaimassage.com/,"1617, Polk Street",,
node/10553806554,37.7916355,-122.4210578,Polk Alterations,tailor,,Mo-Fr 11:00-18:00; Sa 12:00-17:00; Su off,+1 415-923-9618; +1 415-424-1675,,"1603, Polk Street",,
node/10553806556,37.7906539,-122.4212089,Audio Vision SF,hifi,,,,https://audiovisionsf.com/,"1628, California Street",,
node/10554070516,37.7661575,-122.422185,Time Frame,optician,,We-Su 12:00-18:00,,,"418, Valencia Street, San Francisco",,
node/10554070517,37.7671019,-122.4219516,Simply Unique Nails,beauty,,,,,"365, Valencia Street",,
node/10554070518,37.7677423,-122.422014,Peoples Barber Shop,hairdresser,,,,,"321, Valencia Street",,
node/10555405431,37.7812992,-122.411896,California Check Cashing Stores,money_lender,California Check Cashing Stores,,,,"1098B, Market Street",,
node/10555405436,37.7710223,-122.4132041,Fluid Free Ride,yes,,,,,,,
node/10555418966,37.7647759,-122.4078816,Food Mart,convenience,,,,,,,
node/10555729737,37.7529173,-122.4061538,The Shop,hairdresser,,,,,,,
node/10555729739,37.7433435,-122.404732,Auto Body By George,car_repair,,,,,"285, Bayshore Boulevard",,
node/10555729740,37.7421007,-122.4032303,Emerald City Auto Body,car_repair,,,,,"2600, Oakdale Avenue",,
node/10555729741,37.7406729,-122.4034789,A Bright Printing Co.,copyshop,,,,,"11, Apparel Way",,
node/10555729742,37.7405493,-122.4032921,Cayson,yes,,,,,,,
node/10555756044,37.7831082,-122.4125961,G&H Liquor and Grocery,convenience,,,,,,,
node/10555829839,37.765969,-122.4112804,Attic Self Storage,storage_rental,,,+1 415-626-0800,,,,
node/10555829848,37.7648116,-122.4217316,K&H Liquors,alcohol,,,,,,,
node/10555829849,37.7658386,-122.4218201,Jessiah's Barbershop,hairdresser,,,,,"445, Valencia Street, San Francisco",,
node/10555829850,37.7667354,-122.4219115,nooworks,clothes,,,,,"395, Valencia Street",,
node/10555829851,37.7678066,-122.422347,Black Serum,tattoo,,,,,"310, Valencia Street",,
node/10555829852,37.767886,-122.4223445,Glama-Rama Salon,beauty,,,,,"304, Valencia Street",,
node/10560433752,37.78599,-122.4001227,American Giant,clothes,,,,,"165, Natoma Street",,
node/10560594652,37.7848544,-122.4079035,Little Sweet,beverages,,,,,,,
node/10560594653,37.7857881,-122.4122648,Wally's Community Market,convenience,,,,,"451, O'Farrell Street",,
node/10560594657,37.7874178,-122.4117802,Floreal L'Atelier,yes,,,,,"533, Taylor Street",,
node/10560692295,37.7877546,-122.406004,Chanel,clothes,Chanel,,,,"156, Geary Street, San Francisco, 94108",,
node/10560692296,37.7881341,-122.4065612,Gucci,clothes,Gucci,,,,,yes,
node/10560692297,37.7882942,-122.406588,Sunglass Hut,optician,Sunglass Hut,,,,,,
node/10560692298,37.7879754,-122.4065291,Tory Burch,clothes,Tory Burch,,,,"222, Stockton Street",,
node/10560692299,37.7877999,-122.4065073,Moncler,clothes,Moncler,,,,,,
node/10560692302,37.7878364,-122.405603,Bottega Veneta,fashion_accessories,Bottega Veneta,Mo-Sa 10:00-18:00; Su 12:00-17:00,+1 415-981-1700,,"124, Geary Street, San Francisco, 94108",,
node/10560692303,37.7877939,-122.4057377,Van Cleef & Arpels,fashion_accessories,Van Cleef & Arpels,“by appointment”,,,,,
node/10560692305,37.7877656,-122.405935,Banana Republic,clothes,Banana Republic,,,,,,
node/10560692307,37.7877215,-122.4062597,Lacoste,clothes,Lacoste,,,,,,
node/10563423088,37.7849267,-122.418956,Great American Music Hall Box Office,ticket,,,+1 415-885-0750,,,,yes
node/10563423089,37.785123,-122.4175043,Copyology,yes,,,,,"777, O'Farrell Street",,
node/10563423090,37.7854282,-122.4149061,Golden Gate Rides,rental,,Mo-Su 07:00-22:00,,,"609, O'Farrell Street",,
node/10563423092,37.7855494,-122.414148,Machete Barber Shop,hairdresser,,Mo-Sa 09:00-19:00; Su off,+1-415-654-5421,http://www.machetebarbershopsf.com/,"577, O'Farrell Street, San Francisco, 94102",,
node/10573477403,37.7742424,-122.4378298,Onyx,clothes,,,,,,,
node/10573654799,37.7642537,-122.431037,Urban Eyes,optician,,,,,"300, Sanchez Street",,
node/10573654802,37.7637557,-122.4329153,Uniq Cuts,hairdresser,,,,,,,
node/10573654803,37.7643686,-122.4325954,,florist,,,,,,,
node/10573654804,37.7636878,-122.4329005,Queer Joy,clothes,,,,,,,
node/10573779784,37.7737367,-122.4379824,Fast Fill Market,convenience,,,,,"443, Divisadero Street",yes,
node/10575364925,37.778014,-122.4382428,reWAXation,beauty,,,,,,,
node/10575364927,37.7809382,-122.4391646,Geomantic Salon,hairdresser,,,+1 415-549-7276,,"1221, Divisadero Street",,
node/10575364929,37.7821136,-122.4393966,Angel Health Center Massage & Spa,massage,,10:00-22:00,+1 415-359-9959,,"1347, Divisadero Street",,
node/10575364930,37.7835533,-122.4392862,Xfinity,telecommunication,Xfinity,Mo-Sa 10:00-20:00; Su 11:00-18:00,,,"2186, Geary Boulevard",,
node/10575939855,37.7790049,-122.4387717,West Side Cuts,hairdresser,,,,,"1019, Divisadero Street",,
node/10575960837,37.7837386,-122.4393935,,optician,,,,,,,
node/10580485075,37.7873892,-122.4070595,Loro Piana,clothes,Loro Piana,,,,,,
node/10587787975,37.7851818,-122.4146893,Blu Cleaners,dry_cleaning,,,,,"445, Leavenworth Street",,
node/10589801701,37.7732119,-122.4377986,Oak St. Laundry,laundry,,,,,,,
node/10589904289,37.7753958,-122.4377141,Assembly Hall,clothes,,,,,,,
node/10592457487,37.7247442,-122.460843,A-1 Bakery,pastry,,Mo-Su 06:00-18:00,,,"1727, Ocean Avenue, San Francisco, 94112",,
node/10592517186,37.7280458,-122.476911,Uncle Tetsu,pastry,,,,,,,
node/10592517187,37.7278429,-122.476849,Mochill,pastry,,,,,,,
node/10592530518,37.7217525,-122.4560088,Tailored Cuts,hairdresser,,,,,"249, Holloway Avenue",,
node/10592530519,37.7219653,-122.4618817,A Flower Shop,florist,,Mo-Su 08:00-15:00,+1-415-587-5888,https://aflowershopsf.com/,"846, Holloway Avenue, 94112",,
node/10592530520,37.7219799,-122.4616701,Touch of Heaven,hairdresser,,,+1-415-585-4924,https://atouchofheavenbeautysalon.com/,"828, Holloway Avenue, 94112",,
node/10593163026,37.7125697,-122.4445857,Brothers Market,convenience,,Mo-Su 09:00-19:30,+1 415 585 0346,,"5501, Mission Street, San Francisco, 94112",,yes
node/10597422709,37.7510478,-122.4181512,Gallardos Party Favors,party,,Mo-Fr 10:00-18:00; Sa 10:00-17:00; Su off,+1 415-550-0149,,"2877, Mission Street",,
node/10600380564,37.7576213,-122.4188023,La Internacional,chemist,,Mo-Fr 10:00-18:00; Sa 11:00-17:00; Su 12:00-17:00,,,"2469, Mission Street",yes,
node/10602668611,37.7238039,-122.4331839,Oscar Laundromat,laundry,,07:00-21:00,+1 415-583-1024,,"200, Brazil Avenue",,
node/10603076308,37.7874873,-122.4157153,,tailor,,,,,,,
node/10603076310,37.7877142,-122.4121647,La Post Cleaners,dry_cleaning,,Mo-Fr 08:00-16:30; Sa 08:00-14:30; Su off,+1 415-474-8183,,"625, Post Street",,
node/10605374743,37.7651627,-122.4240009,Black & Blue Tattoo,tattoo,,,,,"381, Guerrero Street",,
node/10605374744,37.7652033,-122.4243158,Orange,hairdresser,,,,,,,
node/10605374745,37.7665178,-122.4241337,Vera,beauty,,,,,"299, Guerrero Street",,
node/10606540533,37.7600546,-122.4240066,Isso,clothes,,"Mo 12:00-18:00; Th,Fr 12:00-18:00; Sa 11:00-18:00; Su 12:00-17:00",,,,,
node/10606540534,37.7616522,-122.4241181,Wash & Dry,laundry,,06:30-22:00,,,,,
node/10606540538,37.7634093,-122.4238387,Minna Salon,beauty,,,,,"491, Guerrero Street",,
node/10606540540,37.7648449,-122.4250831,Beyond the Pale,hairdresser,,,,,"3242, 16th Street",,
node/10606540541,37.764852,-122.4251972,,yes,,,,,"3248, 16th Street",,
node/10607131938,37.769243,-122.4298865,Oro,hairdresser,,,,,"435, Duboce Avenue",,
node/10607148082,37.769369,-122.4175844,Sherwin-Williams,paint,Sherwin-Williams,,,,,,
node/10609148150,37.77751,-122.3958017,Fanta Cleaners,dry_cleaning,,Mo-Fr 07:00-18:30; Sa 09:00-17:00,+1 415 495 7788,https://fantacleaners.com/,"650, 4th Street, 94107",,
node/10609307758,37.7550187,-122.4230122,Jo Je Nail Spa,beauty,,,,,"1003, Guerrero Street",,
node/10609307759,37.7616733,-122.4236575,Pay and Save Grocery,convenience,,"Su-Th,PH 08:00-23:00, Fr,Sa 08:00-24:00",,,,yes,
node/10609321449,37.7651491,-122.4243107,Daisy Nails,beauty,,,,,,,
node/10609321450,37.7598896,-122.4235127,Guerrero Market & Deli,convenience,,"Mo-Su,PH 11:00-20:00",,,"701, Guerrero Street",,
node/10610255658,37.7290661,-122.4763228,Whole Foods Market,supermarket,Whole Foods Market,Mo-Su 08:00-22:00,+1 415-375-4242,https://www.wholefoodsmarket.com/stores/stonestown,"3251, 20th Avenue, San Francisco, 94132",,
node/10610388063,37.7719265,-122.4230299,Gold Leaf Ink,tattoo,,,,,"1751, Market Street",no,
node/10612055343,37.7350846,-122.390894,Roberto's Tailor,tailor,,Mo - Fr 10:00 - 18:00,+1-415-285-2484,https://robertostailor.com,"4742, 3rd Street, San Francisco, 94124",,yes
node/10612130297,37.7713938,-122.4352303,Pas Normal Studios Flagship Store,clothes,,,,,"799, Haight Street",yes,
node/10612130298,37.7709492,-122.4301017,Retreat Skin & Hair Studio,beauty,,,,,,,
node/10612130300,37.7691858,-122.4317362,Di Ciccio,hairdresser,,,+1 415-431-3357,,"511, Duboce Avenue",,
node/10612914637,37.7650305,-122.4311203,Rose Waxing & Nail Care,beauty,,,,,"242, Sanchez Street",,
node/10612914638,37.7646107,-122.4310845,Mash,bicycle,,,,https://mashsf.com/,"284, Sanchez Street",,
node/10612914641,37.7628585,-122.4309119,Wash & Dry Launderland,laundry,,,,,"390, Sanchez Street",,
node/10612914642,37.7628503,-122.4310319,Psychic Reader,psychic,,,+1 415-863-2100,,"3804, 17th Street",,
node/10612936381,37.7644786,-122.4312639,Ten Tigers,beauty,,,,,,,
node/10612936382,37.7645634,-122.4310796,S16,interior_decoration,,,,https://s16home.com/,"286, Sanchez Street",,
node/10612936383,37.7668994,-122.4293815,Crossroads,clothes,,,,https://crossroadstrading.com/,"2123, Market Street",,
node/10617038679,37.7911538,-122.4019606,The UPS Store,copyshop,The UPS Store,Mo-Fr 07:30-18:00,,,"268, Bush Street",yes,
node/10617038684,37.7914227,-122.4001916,Urban Beauty Spa,beauty,,,+1 415-795-3439,,,,
node/10617038685,37.7915283,-122.3994871,Galletti Shoe Repair,shoe_repair,,,,,"22, Battery Street",yes,
node/10617054524,37.7890381,-122.3962784,FedEx Office,copyshop,FedEx Office,Mo-Fr 09:00-18:00; Sa 10:00-18:00,,,,yes,
node/10623964562,37.7840384,-122.4185682,YSA Barber,hairdresser,,,,,,,
node/10635344678,37.76221,-122.4119403,The Aesthetic Union,art,,"We-Fr 10:00-16:00; Sa,Su 10:00-15:00",+1 415-779-5216,https://theaestheticunion.com,"555, Alabama Street",no,
node/10635387660,37.7908504,-122.4195888,,beauty,,,,,,,
node/10636048959,37.7613635,-122.4109003,Industrial Craft Design Studio,houseware,,Mo-Fr 09:00-18:00; Sa-Su off,+1 415-946-1254,https://www.industrialcraft.com/,"605, Florida Street",yes,
node/10636048960,37.7614126,-122.4109139,George,pet_grooming,,11:00-18:00,+1 415-658-7573,https://georgesf.com,"607, Florida Street",limited,
node/10650517661,37.7541786,-122.411247,J’s Laundry,laundry,,,,,"2951, 23rd Street",yes,no
node/10650519570,37.7527862,-122.4108916,GGP Market,convenience,,,,,"2948, 24th Street",yes,
node/10650773833,37.7526634,-122.4139194,W-K Market Super Discount,convenience,,,,,"3098, 24th Street",limited,
node/10650775708,37.7526511,-122.4135577,Jennie’s Nails,beauty,,,+1 415-828-8870,,"3076, 24th Street",,
node/10650803521,37.7527054,-122.4126904,Medicine for Nightmares,books,,Mo 12:30-21:00; Tu-Th 12:30-22:00; Fr 12:30-23:00; Sa 12:00-23:00; Su 12:00-21:00,,,"3036, 24th Street",,
node/10650906957,37.754389,-122.4112562,Mission Groceteria,convenience,,Mo-Su 08:00-22:00,+1-415-648-0275,,"2950, 23rd Street",,yes
node/10652785993,37.7530039,-122.407431,Dirty little secret lavanderia,laundry,,,,,,yes,
node/10652821576,37.7527201,-122.4089789,Samy’s Liquor,convenience,,08:00-02:00,,,"2847, 24th Street",yes,
node/10652830166,37.7528814,-122.4093999,Benjamin Moore,paint,Benjamin Moore,Mo-Fr 06:30-17:00; Sa 08:00-17:00; Su off,+1 510-478-9020,https://www.houseofcolorsanfrancisco.com/,"2850, 24th Street",yes,
node/10653242252,37.7874207,-122.4237514,Delux Cleaners,dry_cleaning,,,,,"1412, Sutter Street",,
node/10653649606,37.7526858,-122.4095107,Stephany Beauty Salon,beauty,,,,,"2861;2863;2865;2867;2869, 24th Street",,
node/10655817843,37.7626611,-122.414028,Rose and Thorn Design,florist,,,+1 415-900-9722,https://www.roseandthorndesign.com/,"3150, 18th Street",yes,
node/10656538218,37.7591183,-122.4096004,Liquor Grocery,convenience,,,,,"2201, Bryant Street",yes,
node/10656542901,37.7560867,-122.4095998,King’ Market,convenience,,,,,"2396;2398, Bryant Street",limited,
node/10656557656,37.7632413,-122.4126942,Third Rail Ebikes,bicycle,,,,https://www.thirdrailebikes.com/,"2125, Harrison Street",yes,
node/10656557657,37.7631222,-122.4127045,Emiliomiti,appliance,,,,,"2129, Harrison Street",yes,
node/10656644648,37.7556051,-122.4175702,Diosa Blooms,florist,,,+1 415-872-9029,https://diosablooms.com,"3148, 22nd Street",yes,
node/10656710026,37.7896801,-122.4062128,Bibbo,beauty,,,,,,yes,
node/10656762864,37.7527023,-122.4125386,Mission Synths,musical_instrument,,,,https://www.missionsynths.com/,"3026, 24th Street",,yes
node/10660410516,37.787049,-122.4164871,Ling's Salon,hairdresser,,,+1 415-921-8402,,"648, Hyde Street",,
node/10660410518,37.7866165,-122.4166624,X&T Trading,clothes,,,,,"619, Hyde Street",,
node/10660410519,37.7864023,-122.4166271,Faiza Beauty,beauty,,,,,"800, Geary Street",,
node/10660410520,37.7861551,-122.4168276,California Smoke Shop,tobacco,,,,,,,
node/10660410523,37.7865128,-122.4158259,Golden Door Barber,hairdresser,,,+1 415-874-9626,,"764, Geary Street",,
node/10665597195,37.7848139,-122.4143285,,vacant,,,,,"488, Ellis Street",,
node/10665597197,37.7836406,-122.4157598,I.C.U.,convenience,,,,,,,
node/10665925275,37.7524863,-122.4128861,Praxis,clothes,,,,,"3047, 24th Street",yes,
node/10665925276,37.7524653,-122.4131127,24th street Studio,tattoo,,,,,"3049;3051;3053;3055;3057;3059;3061;3063;3065;3067;3069;3071;3073;3075;3077, 24th Street",yes,
node/10674661691,37.7849142,-122.4433794,,yes,,,,,,,
node/10674663950,37.7860481,-122.4328111,Nali Nails and Spa,beauty,,,,,"1971, Sutter Street",,
node/10674689334,37.7873179,-122.4475065,Dayenu,variety_store,,,,,,,
node/10674834860,37.7875505,-122.4455577,California & Lyon Market,convenience,,,,,,,
node/10674834861,37.7878934,-122.440821,b Patisserie,pastry,,,+1 415-440-1700,https://www.bpatisserie.com/,"2821, California Street",yes,yes
node/10676987721,37.7276194,-122.4033211,Wynners Books & Gifts,games,,,,,"25, Burrows Street",,
node/10679896331,37.7311039,-122.4051952,Golden Gate P&J Furniture,furniture,,,,,"2450, San Bruno Avenue",yes,
node/10679896332,37.7309808,-122.4048362,Ruth's Children Shoppe,clothes,,,,,"2469, San Bruno Avenue",,
node/10679896333,37.7309033,-122.4048329,Easyfinders Communications,mobile_phone,,,,,"2473, San Bruno Avenue",,
node/10679932189,37.7298381,-122.4043872,Five Degree Tea House,tea,,,+1 415-468-8123,,"2527;2529;2531, San Bruno Avenue",,
node/10679932191,37.7297013,-122.4043509,Tea Plus,tea,,,+1 415-766-4452,,"2541, San Bruno Avenue",,
node/10679932192,37.7296251,-122.4045663,J and S Produce,greengrocer,,,+1 415-656-1989,,"2542, San Bruno Avenue",,
node/10679932193,37.7295612,-122.4045547,B and C Market,spices,,,+1 415-330-9688,,"2544, San Bruno Avenue",,
node/10679941954,37.7294417,-122.4045145,The Botany Shop Florist,florist,,,+1 415-468-0321,https://www.thebotanyshop.com/,"2548, San Bruno Avenue",,
node/10679941956,37.7292861,-122.4044272,V.I.P. Coin-op Laundry,dry_cleaning,,,,,"2554;2556, San Bruno Avenue",,
node/10682050733,37.7899589,-122.4204417,Drs. Hiura & Hiura,optician,,,,,"1418, Polk Street",,
node/10682058858,37.7885665,-122.412832,Tailor Maid,clothes,,,,,"755, Sutter Street",,
node/10682058861,37.7897872,-122.4129348,Nob Hill Sports Massage,massage,,,,,"954, Bush Street",,
node/10682058862,37.7897913,-122.4128459,,yes,,,,,"940, Bush Street",,
node/10682058863,37.7883301,-122.4147016,Buddha Bliss,massage,,,,,,,
node/10689773927,37.7882834,-122.4243644,Elite Massage,massage,,,,,"1640, Bush Street",,
node/10691813137,37.7567679,-122.4209538,Valencia Exotic cigar & liquors,convenience,,Mo-Su 08:00-24:00,,,"1017;1015;1013;1009;1007;1007a;1007b;1005;1005a;1005b;, Valencia Street",yes,
node/10691813138,37.7566774,-122.4209369,Ibarra Brothers print and copy center,copyshop,,,,,"1009, Valencia Street",yes,
node/10691813139,37.7566244,-122.42095,DCopper + Gallery,houseware,,Mo off; Tu-Su 11:00-19:00,,https://dcopperplus.com,"1017, Valencia Street",yes,
node/10698361849,37.7770867,-122.46441,D. Zelen,interior_decoration,,,+1-213-864-4999,https://www.danzelen.com/contact-info/,"515, Balboa Street",yes,
node/10698549703,37.7765761,-122.4261446,Todd Snyder,clothes,,Mo-Sa 11:00-19:00; Su 11:00-18:00,,,"590, Hayes Street, San Francisco, 94102",,
node/10702587424,37.7770969,-122.464596,Spiritual Awakening,psychic,,,,,"533, Balboa Street",,
node/10702606293,37.7837808,-122.4341111,Queen’s Houseware and Gift,houseware,,,+1 415-872-9646,,"1877, Geary Boulevard",yes,
node/10705572376,37.7735482,-122.4258238,Studio Shepherd,hairdresser,,,,,"265, Laguna Street",,
node/10707503592,37.8011481,-122.4076153,Public Barber Salon,hairdresser,,,+1 415 3620040,https://www.publicbarbersalon.com/,,,
node/10713155097,37.7638044,-122.4216161,Self Edge,clothes,,Mo-Sa 12:00-19:00; Su 12:00-17:00,+1 415-558-0658,https://www.selfedge.com/,"569, Valencia Street",yes,
node/10713290764,37.7230685,-122.4355877,Tanjessy Gifts Jewelry & Accessories,jewelry,,,+1 415-350-9747,,"9, Persia Avenue",,
node/10713350878,37.7749542,-122.4275156,,laundry,,,,,"539, Buchanan Street",,
node/10717938777,37.7530691,-122.4183712,Artillery AG,pottery,,Mo off; Tu-Fr 12:00-21:00; Sa 12:00-20:00; Su 12:00-17:00,+1 415-374-7841,https://www.artillery-ag.com/,"2749;2751, Mission Street",,
node/10719641479,37.7627974,-122.4283529,Suchada,massage,,,,,"3699, 17th Street",,
node/10728597625,37.7799671,-122.4834837,Seakor Polish Delicatessen & Sausage Factory,deli,,Mo off; Tu-Sa 11:00-18:00; Su 14:00-18:00,+1 415-387-8660,,"5957, Geary Boulevard",,
node/10736113229,37.7537596,-122.4909559,Duke's Hardware,hardware,Ace Hardware,Mo-Fr 08:30-19:00; Sa 09:00-19:00; Su 10:00-18:00,+1 415-753-0258,,"2526, Noriega Street, San Francisco, 94122-4127",yes,
node/10736113404,37.7537324,-122.4911443,Mulan's Market,convenience,,,,,,yes,
node/10742623324,37.5939183,-122.3708844,Panda Windows & Doors,doors,,,,,,,
node/10742623349,37.5957714,-122.375227,Atherton Appliance & Kitchens Clearance Center,appliance,,,,,"1634, Rollins Road",,
node/10742623365,37.5913342,-122.3669311,The Garage Automotive Services,car_repair,,,,,"1394, Rollins Road",,
node/10742623369,37.5932163,-122.3702279,Conti Auto Sales,car,,,,https://www.contiautosales.com/,"1512, Rollins Road",,
node/10742735197,37.5918513,-122.3678565,Fastenal,trade,Fastenal,"""by appointment""",,https://www.fastenal.com/locations/details/cas18,"1438, Rollins Road",,
node/10744252156,37.7800982,-122.4773489,May’s Barber,hairdresser,,10:00-18:00,+1 415-752-2450,,"411, 18th Avenue",,
node/10744312749,37.7822838,-122.4765509,Fairy Lake Aquarium,pet,,,+1 415-752-3527,,"1609, Clement Street",,
node/10746846855,37.7631136,-122.4196604,Footwear City Express,shoes,,,+1 415-252-0138,,"2118, Mission Street",,
node/10749443734,37.7965886,-122.4085606,Chong Hing Supermarket,greengrocer,,,,,"1199, Stockton Street",,
node/10749443735,37.7965127,-122.4085492,Pacific St Fish Market,seafood,,,+1 415-872-9018,,"199, Stockton Street",,
node/10749443736,37.7964385,-122.4085286,Duk Hing Chinese Deli & Meat Inc.,butcher,,,,,"1151, Stockton Street",,
node/10749466028,37.7991802,-122.4107488,Salon Picasso,hairdresser,,,,,,,
node/10749466033,37.79809,-122.4105422,Pana Beauty Lounge,beauty,,,,,"1455, Powell Street",,
node/10749466034,37.797626,-122.410454,Pet Central,pet,,,,,"1411, Broadway",,
node/10749483818,37.7938026,-122.4094132,Sue's Hair Studio,hairdresser,,,,,,,
node/10749483819,37.7937431,-122.4094053,B-Beautiful Salon,beauty,,,,,"956, Powell Street",,
node/10749483820,37.7936939,-122.409396,Dion+Cole,yes,,,,,"954, Powell Street",,
node/10762941381,37.8058145,-122.4235042,Jackson + Polk,clothes,,11:00-19:00,,,,,
node/10764895816,37.7819507,-122.483532,Jane Consignment,clothes,,"Mo,Su off; Tu-Sa 12:00-19:00",+1 415-751-5511,,,,
node/10764895821,37.7819712,-122.4831018,Judy Trading Co.,yes,,Mo-Sa off,,,"2219, Clement Street",,
node/10764895822,37.7819674,-122.4830739,Psychic Readings,psychic,,09:00-22:00,+1 415-896-1788,,"2215, Clement Street",,
node/10765149245,37.6037189,-122.395739,Verizon,mobile_phone,Verizon,,,,"717, Broadway, Milbrae, 94030",,
