id,lat,lon,name,type,cuisine,opening_hours,phone,website,address,outdoor_seating,takeaway,delivery,wheelchair
node/4521469191,37.777015,-122.3926441,Happy King Pizza,fast_food,pizza,,,,"227, King Street",,,,
node/4521494871,37.7577111,-122.38806,Souvla,restaurant,greek,Mo-Su 10:00-21:00,+1-415-400-5458,https://souvla.com/location/the-dogpatch,"2505, 3rd Street, San Francisco, 94107",,,,
node/4527812889,37.7873439,-122.4336925,SPQR,restaurant,italian,,,,"1911, Fillmore Street",,,,
node/4531532689,37.7836558,-122.4329391,Progress,restaurant,american,,+1 415-673-1294,https://theprogress-sf.com/,"1525, Fillmore Street, 95115",,,,
node/4532918890,37.8784387,-122.5163661,Buckeye Roadhouse,restaurant,,,+1-415-331-2600,,"15, Shoreline Highway",,,,
node/4533347390,37.7893351,-122.4095272,Pacific Cocktail Haven,bar,,"Tu-Sa 15:00-24:00 open ""Holiday Pop-up hours""",,https://www.pacificcocktailsf.com/,"550, Sutter Street, San Francisco, 94102",yes,,,yes
node/4533350891,37.7566555,-122.4191308,El Techo,restaurant,,,,,"2518, Mission Street",,,,
node/4533350941,37.7991257,-122.4238282,Dim Sum Club,restaurant,,,,,,,,,
node/4534868891,37.7603171,-122.4197672,Lazy Bear,restaurant,american,,,,"3416, 19th Street",,,,
node/4534900789,37.7748889,-122.4227248,Rich Table,restaurant,italian,Tu-Sa 17:00-21:45,+1 415-355-9085,https://www.richtablesf.com/,"199, Gough Street, San Francisco, 94102",yes,,,
node/4534903889,37.7527245,-122.4124345,Taqueria Vallarta,restaurant,,,,,"3033, 24th Street",,,,
node/4545797576,37.7657762,-122.4666144,Subway,fast_food,sandwich,,,,,,yes,,
node/4548624461,37.7751846,-122.438003,Bistro La Chaumière,restaurant,crepe;french,"Mo off; Tu-Fr 11:00-15:00,17:00-21:00; Sa-Su 10:00-15:00,17:00-21:00",,,"607, Divisadero Street",,,,yes
node/4548624471,37.7748079,-122.4379429,Katsuo+Kombu,restaurant,japanese,,+1-415-829-3150,,"559, Divisadero Street",,,,
node/4548624475,37.7745071,-122.4378693,Souvla,restaurant,greek,Mo-Su 11:00-22:00,,,"531, Divisadero Street",,,,
node/4548639068,37.7771532,-122.4384162,Bar 821,bar,,,,,"821, Divisadero Street",,,,yes
node/4548821686,37.7610068,-122.4348657,Gyro Xpress,fast_food,,,,,,,,,
node/4548821700,37.7583654,-122.4188042,Doc's Clock,bar,,,,,"2417, Mission Street, San Francisco, 94110",,,,
node/4548821703,37.7534917,-122.4184106,Las Palmeras,restaurant,salvadorian,,+1-415-285-7796,,"2723, Mission Street, San Francisco, 94110",,,,
node/4548821706,37.7526946,-122.4183324,El Farolito Bar,bar,,Mo-Su 11:00-02:00,,,"2777, Mission Street",,,,
node/4548821707,37.7523856,-122.4179087,Taco Loco,fast_food,,"Su-Th 08:00-20:00, Sa,Su 08:00-21:00",,,,,,,
node/4548821709,37.7521091,-122.4191013,Coffee Mission,cafe,,Mo-Su 12:00-24:00,,,"3325, 24th Street",,,,
node/4548821891,37.7528941,-122.4183698,Red Balloon,restaurant,nicaraguan,,+1-415-285-1749,,"2763, Mission Street, San Francisco, 94110",,,,
node/4548821892,37.7523728,-122.4180053,Silver Stone Coffee,cafe,,,+1 415 285-1512,https://www.facebook.com/p/Silverstone-Cafe-100057475328807/,,,,,
node/4548821898,37.8003603,-122.4390753,delarosa,bar,,,,,"2175, Chestnut Street",,,,
node/4550076307,37.7773892,-122.4384608,mini bar,bar,,,,,"837, Divisadero Street",,,,
node/4550110115,37.7820272,-122.4492858,Family,bar,,,,,"2807, Geary Boulevard, 94118",,,,
node/4553249120,37.7841208,-122.4065848,,ice_cream,,,,,,,,,
node/4553249121,37.7842321,-122.4061878,The Food Emporium,food_court,,,,,,,,,
node/4556399231,37.7872451,-122.4074269,Wetzel's Pretzels,fast_food,pretzel,,+1 415 2637239,https://www.benjerry.com/macys,,,yes,,limited
node/4556399232,37.7871105,-122.4074832,Boudin Sourdough,shop:bakery,,,,https://boudinbakery.com/location/union-square-macys-bakery-cafe/,,,,,limited
node/4556399233,37.7871677,-122.407561,Jamba,fast_food,juice,We 11:00-16:00; Th 11:00-18:00; Fr-Sa 11:00-19:00; Su 11:00-18:00,+1 415-296-4706,https://locations.jamba.com/ca/san-francisco/170-ofarrell-st,"170, O'Farrell St Food Court, San Francisco, 94102",,yes,,
node/4556399235,37.7872281,-122.4075717,Subway,fast_food,sandwich,We-Sa 11:00-18:00,+1 415-296-4460,https://restaurants.subway.com/united-states/ca/san-francisco/170-o'farrell-st,"San Francisco, 94102",,yes,,
node/4556399237,37.787155,-122.4073907,,food_court,,,,,,,,,
node/4556442969,37.7851244,-122.4400158,Pete's Deli & Cafe,cafe,,,,,"1661, Divisadero Street",,,,
node/4556453103,37.7850458,-122.439978,My Father’s Kitchen,restaurant,vietnamese,"Mo-Fr 09:00-05:00, Sa 11:00-19:00",+1-415-829-2610,https://myfatherskitchensf.com/,"1655, Divisadero Street",,,,
node/4558023336,37.7864309,-122.440291,Park Gym,cafe,,,,https://www.theparkgym.com,"1823, Divisadero Street",,,,
node/4558023340,37.7860803,-122.4398627,San Francisco Athletic Club,bar,,,,,,,,,
node/4558023344,37.785928,-122.4398341,Starbucks,cafe,coffee_shop,"Mo-Fr 05:00-18:00; Sa,Su 06:00-17:00",+1 415-346-7193,https://www.starbucks.com/store-locator/store/15893/1750-divisadero-street-1750-divisadero-street-san-francisco-ca-941153454-,"1750, Divisadero Street, San Francisco, 94115",,yes,,
node/4559039815,37.7968216,-122.4366447,Wrecking Ball Coffee Roasters,cafe,coffee_shop,,,,"2271, Union Street, San Francisco, 94123",,,,
node/4562778299,37.7803483,-122.475216,Peet's Coffee,cafe,coffee_shop,05:30-19:00,+1 415-592-2200,,"5201, Geary Boulevard, San Francisco, 94118",yes,yes,yes,
node/4564653193,37.7938296,-122.4077286,New Honolulu,cafe,,,,,,,,,
node/4564660590,37.7804833,-122.4802578,Subway,fast_food,sandwich,Mo-Fr 09:00-20:00; Sa-Su 10:00-19:00,+1 415-386-8223,https://restaurants.subway.com/united-states/ca/san-francisco/5650-geary-blvd,"5650, Geary Boulevard, San Francisco, 94121",no,yes,,yes
node/4567603390,37.7817834,-122.420859,Peet's Coffee,cafe,coffee_shop,"Mo-Fr 05:30-18:00; Sa,Su 06:00-17:00",+1 415 593 2661,https://locations.peets.com/ll/US/CA/San-Francisco/601-Van-Ness,"601, Van Ness Avenue, San Francisco, 94102",no,yes,,yes
node/4569892889,37.6916743,-122.4713736,,fast_food,,,,,,,,,
node/4569893089,37.6913195,-122.4714007,Pacific,restaurant,american;chinese,,+1-650-992-0250,,,,,,
node/4571199077,37.7821808,-122.4782848,Tia Margarita,restaurant,mexican,,,,"300, 19th Avenue, San Francisco, 94121",,,,
node/4571201644,37.7821771,-122.4786098,Lokma,restaurant,turkish;mediterranean,,,https://www.lokmasf.com/,"1801, Clement Street",yes,,,
node/4574293103,37.7629624,-122.4085307,The Morris,restaurant,,,+1-415-612-8480,,"2501, Mariposa Street",,,,
node/4574469912,37.6546012,-122.4084539,Pronto's,restaurant,,,+1-650-873-1324,http://prontosfo.com,"113, Grand Avenue, South San Francisco, 94080",,,,
node/4578283700,37.7947433,-122.40126,Delah Coffee,cafe,coffee_shop,,,,,,yes,,yes
node/4580505989,37.7931128,-122.4126023,Nob Hill Cafe,restaurant,italian,"Tu-Th,Su 17:00-21:00; Fr-Sa 17:00-22:00; Mo off",+1 415 7766500,https://www.nobhillcafe.com/,"1148, Taylor Street, San Francisco",yes,yes,,yes
node/4586287692,37.8061512,-122.41313,Asia Chinese Food,restaurant,,,,,,,,,
node/4587853393,37.7989957,-122.4073925,ristorante ideal,restaurant,,,,,"1315, Grant Avenue",,,,
node/4592848043,37.7625201,-122.3960677,Hazel's Kitchen,fast_food,,Mo-Sa 08:00-16:00; Su 08:30-16:00,+1 415-647-7941,http://www.hazelskitchen.com/,"1319, 18th Street, San Francisco, 94107",yes,yes,yes,
node/4593719022,37.7608723,-122.4989017,Tazaki Sushi,restaurant,sushi,Mo off; Tu-Su 17:00-22:00,,https://tazakisushisf.com,"3420, Judah Street",,,,yes
node/4593719023,37.7608752,-122.4988185,Sunset Cantina,restaurant,mexican,Tu-Th 12:00-23:00; Fr 12:00-24:00; Sa 11:00-24:00; Su 11:00-22:00,,https://sunsetcantinasf.com/,"3416, Judah Street",,,,yes
node/4593719024,37.7608771,-122.4987354,DamnFine Pizza,restaurant,pizza,Mo-Th 16:30-22:00; Fr-Sa 12:00-22:00; Su 12:00-21:00,,https://damnfineco.com/,"3410, Judah Street",,,,
node/4595556508,37.8587602,-122.4859301,Sushi Ran,restaurant,sushi,"Su-Th 11:45-14:30, 17:00-22:00; Fr 11:45-14:30, 17:00-23:00; Sa 17:00-23:00",+1-415-332-3620,https://www.sushiran.com/,"107, Caledonia Street, 94965",,,,
node/4596850006,37.7851115,-122.431836,Suzu Noodle House,restaurant,japanese,Mo-Th 11:30-19:30; Fr-Su 11:30-21:00,,,,,,,
node/4608990810,37.8621161,-122.495181,Saylor's Restaurant & Bar,restaurant,mexican,,,http://saylorsrestaurant.com,,,,,
node/4611732413,37.8088829,-122.4099638,Boudin Sourdough,shop:bakery,,,,,,,,,
node/4611732414,37.8088008,-122.410041,Biscoff Coffee Corner,cafe,coffee_shop,,,,,,,,
node/4611761428,37.8093479,-122.4101088,Golden Gate,restaurant,,,,,,,,,
node/4611761429,37.8093844,-122.4101336,Gelato,ice_cream,,,,,,no,,,
node/4611761430,37.8093147,-122.4100727,Trish's Mini Donuts,shop:bakery,,,,,,,,,
node/4611761431,37.8092337,-122.4100928,The Hook,restaurant,asian,,,,,yes,,,
node/4611835601,37.8110704,-122.4107048,Candy Baron,shop:bakery,,,,,,,,,
node/4611835603,37.8109761,-122.4106693,Aunt Fanny's Hot Pretzels,shop:bakery,,,,,,,,,
node/4612096188,37.7812144,-122.4087737,Supremo's Pizza,restaurant,,,,,,,,,
node/4612469962,37.7951108,-122.4006469,Fish & Farm,restaurant,fish,"Mo-Su, PH 06:30-23:00",+1-415-474-3474,https://www.fishandfarmsf.com/,,,,,yes
node/4613790814,37.7641235,-122.4197746,Castillito Yucateco,restaurant,mexican,,,,,,,,
node/4613804467,37.7807205,-122.4081512,Chicos Pizza,fast_food,,,,,"131, 6th Street",,,,
node/4613841150,37.8002782,-122.4413801,,bar,,,,,,,,,
node/4613853987,37.8007246,-122.4376692,Le Marais,shop:bakery,,,,,,,,,
node/4613888430,37.8009682,-122.4253558,Kopiku,cafe,indonesian,"Tu-Fr 06:30-14:30; Sa, Su 07:00-15:00",,https://www.beanekacoffee.com/pages/our-location,"1443A, Lombard Street",,,,
node/4613888431,37.8014288,-122.4248369,Black Magic Voodoo Lounge,bar,,,,,"1400, Lombard Street",,,,
node/4613888432,37.8014018,-122.425058,Lombard deli,restaurant,,Mo-Sa 07:00-18:00,,,"1418, Lombard Street",,,,
node/4613888434,37.8013811,-122.4251735,Kui Shin Bo 2,restaurant,japanese,Mo-Fr 11:30-14:00,,,"1424, Lombard Street",,,,
node/4613888435,37.8013713,-122.4252835,Chicos Pizza,fast_food,pizza,,,,"1434, Lombard Street",,,,
node/4613893311,37.8003984,-122.4404647,Tacolicious,restaurant,mexican,,+1-415-582-1584,https://tacolicious.com/,"2250, Chestnut Street, San Francisco, 94123",yes,,,
node/4613901101,37.8055851,-122.4131167,Pizzeria & Grill,fast_food,,,,,,,,,
node/4613941352,37.8056497,-122.4126682,DeLise Dessert cafe,cafe,,,+1-415-399-9694,,"327, Bay Street, San Francisco, 94133",,,,
node/4613943580,37.8057437,-122.4118089,The Eater Point,restaurant,,,,,,,,,
node/4613945720,37.7653459,-122.4170749,Poc-Chuc,restaurant,,,+1 415-558-1583,http://www.poc-chuc.com,,,,,
node/4614039299,37.7997834,-122.4076847,Sodini's,restaurant,italian,,,,,,,,
node/4614039303,37.7982627,-122.407006,Betty Lou's,restaurant,,,,,,,,,
node/4614040398,37.7995354,-122.4097428,Chief Sullivan's,pub,,,,,"622, Green Street",,,,
node/4614040546,37.7982575,-122.4046626,Fondue Chinoise,restaurant,,,,https://fondue-chinoise.business.site,"430, Broadway, San Francisco",,,,
node/4614040547,37.799719,-122.4081417,Gino and Carlo,pub,,,,,"548, Green Street",,,,no
node/4614040548,37.799726,-122.4080752,Golden Boy Pizza,fast_food,,"Su-Th 11:30-21:00; Fr,Sa 11:30-23:00",+1 415-982-9738,www.GoldenBoyPizza.com,"540, Green Street",,,,
node/4614040550,37.7996198,-122.4073049,Henry's Hunan North,restaurant,,,,,,,,,
node/4614040551,37.7997661,-122.4077954,Convivium Enoteca,bar,,,,,,,,,
node/4614040552,37.7982455,-122.4047477,Mura,restaurant,,,,,,,,,
node/4614040553,37.7979165,-122.4075483,MyCanh,restaurant,,,,,,,,,
node/4614040555,37.7982393,-122.4047992,Paris Pizza,restaurant,,,,,,,,,
node/4614040691,37.7978656,-122.4056909,Little Szechuan,restaurant,chinese,"PH,Mo-Su 11:00-22:00",,,,,,,
node/4614040694,37.7978408,-122.4081171,V & J Cafe,cafe,,,+1 415-788-2822,,"670, Broadway",,,,
node/4614040695,37.7979313,-122.4073539,Sam's,fast_food,burger,,,,,,,,
node/4614040696,37.798171,-122.405187,Score,pub,,,,,,,,,
node/4615928118,37.7906305,-122.4340699,Palmer's,bar,,,,,,,,,
node/4616009525,37.7987725,-122.4082349,Cassava,restaurant,,,,,,,,,
node/4616009526,37.7991841,-122.4073855,Tupelo,restaurant,,,,,,,,,
node/4616009527,37.7989554,-122.4080374,Mona Lisa Mare e Monti,restaurant,italian,,,,"414, Columbus Avenue, San Francisco",,,,
node/4616010832,37.7989141,-122.4084266,Hi-Way,fast_food,burger,,,,,,,,
node/4616010833,37.7985013,-122.4083824,Capo's,restaurant,italian,,,,,,,,
node/4616010834,37.7986289,-122.4075152,Duster's,pub,,,,,,,,,
node/4616011639,37.798977,-122.4071766,Yarsa,restaurant,,,,,,,,,
node/4616011729,37.7969543,-122.4072394,New Pacific Court Cafe,cafe,,,,,,,,,
node/4616011732,37.7991397,-122.4083152,Stella Pastry,shop:bakery,,,,,"446, Columbus Avenue",,,,
node/4616049557,37.7160489,-122.4406689,Phillies authentic cheesesteaks,fast_food,,,,,,,,,
node/4616049558,37.7160773,-122.4407289,Taqueria La Iguana Azul,restaurant,,,,,,,,,
node/4616065752,37.7158831,-122.440292,B&W Kitchen,restaurant,chinese,"Mo off; Tu-Su 10:30-14:30,16:30-21:30",+1 415 825 5511,http://bwkitchensf.com/,"958, Geneva Avenue, San Francisco, 94112",,yes,,
node/4616136995,37.7937836,-122.4040444,So Hunan,restaurant,chinese,,,,"674, Sacramento Street",,,,
node/4616136997,37.7941595,-122.4015076,The Barrel Room,bar,,Mo-Fr 15:30-21:00,,https://www.barrelroomsf.com/,"415, Sansome Street",,,,
node/4616136998,37.7937713,-122.4038451,Tokyo Express: Teriyaki House,restaurant,,,+1 415-956-3040,,"660, Sacramento Street",,,,
node/4616141254,37.7936422,-122.4048004,Today Food,restaurant,,,,,"601, Kearny Street",,,,
node/4616141810,37.7940439,-122.401483,Morning Brew,cafe,,,,,,,,,yes
node/4616141811,37.7937986,-122.4036156,Palio,restaurant,italian,,,,"640, Sacramento Street",,,,
node/4617963806,37.7810727,-122.4133912,Taqueria Castillo,restaurant,mexican,,,,"86, McAllister Street",,,,yes
node/4617977824,37.8038978,-122.4336443,Fresh Bay Cafe,cafe,,,,,,,,,
node/4618068069,37.7701389,-122.446832,Ben & Jerry's,ice_cream,ice_cream,12:00-20:00,,,"1480, Haight Street, San Francisco, 94117",no,,,yes
node/4618078389,37.770022,-122.4462408,Pork Store Cafe,restaurant,american;coffee_shop;breakfast,"Mo-We 08:00-15:30; Th 08:00-22:00; Fr 08:00-24:00; Sa 00:00-01:30,08:00-22:00; Su 08:00-19:00",,https://www.pscsf.com/,"1451, Haight Street",,,,yes
node/4618133795,37.7800429,-122.481678,Aydea,restaurant,tatar;russian,Mo-We off; Th-Fr 11:30-20:00; Sa 10:00-20:00; Su 10:00-15:00,+1 4158759029,https://aydeasf.com,"5801, Geary Boulevard, San Francisco, 94121",no,,,
node/4618173067,37.7952312,-122.3975516,Kirimachi Ramen,restaurant,ramen,Mo-Fr 10:30-20:00; Sa-Su off,+1 415 8729171,http://kirimachi.com/,,no,,,yes
node/4618173069,37.7945111,-122.40378,Mangia Tutti Ristorante,restaurant,italian,,+1-415-788-2088,https://mangia-tutti.com/,"635, Clay Street, San Francisco, 94111",,,,
node/4618173070,37.794495,-122.4039275,Munchboxx,fast_food,sandwich,,,,,,yes,,
node/4618173071,37.7944431,-122.4039711,Paparikas,restaurant,,,,,,,,,
node/4618173073,37.7950723,-122.3987013,Patriot House,pub,,,,,,yes,,,yes
node/4618173564,37.7937795,-122.4020699,Bistro Burger,restaurant,,,,,,,,,
node/4618173566,37.7944696,-122.4040447,Chim,restaurant,,,,,,,,,
node/4618173570,37.7950842,-122.3986364,Gochees Pizza,restaurant,,,,,,,,,
node/4618173573,37.7946296,-122.4029006,Starbucks,cafe,coffee_shop,"Mo-Fr 03:00-17:30; Sa,Su 05:00-18:00",+1 415-834-0578,https://www.starbucks.com/store-locator/store/16849/565-clay-st-565-clay-street-san-francisco-ca-941113029-us,"565, Clay Street, San Francisco, 94111",no,yes,,limited
node/4618173575,37.793439,-122.399361,Perbacco,restaurant,italian,Tu-Fr 11:30-21:00; Sa 17:30-21:00; Su-Mo off,+1 415 9550663,https://www.perbaccosf.com/,"230, California Street, San Francisco, 94111",,,,
node/4620108621,37.7714693,-122.4142519,V Cafe,cafe,,,,,,,,,
node/4620325598,37.7713572,-122.413647,Garage Cafe,cafe,,,,,,,,,
node/4620325599,37.7713238,-122.4136027,Mr Nice,cafe,,,,,,,,,
node/4620331195,37.7728111,-122.4149626,Don Ramon's,restaurant,mexican,,,,,,,,
node/4624048552,37.7787469,-122.4222486,Plaj,restaurant,scandinavian,Su-We 05:00-21:00; Th 05:00-22:00; Fr-Sa 05:00-23:00,,,"333, Fulton Street, San Francisco, 94102",,,,
node/4624401259,37.5768749,-122.347348,Palmetto Superfoods,fast_food,juice,,,https://www.palmettosuperfoods.com/,"225, Primrose Road, Burlingame, 94010",,yes,,
node/4624481516,37.7682823,-122.4216684,Shizen,restaurant,sushi;japanese;ramen,Mo-Th 17:00-21:30; Fr-Sa 16:00-22:00; Su 16:30-21:00,+1 415 6785767,https://www.shizensf.com/,"370, 14th Street, San Francisco, 94103",,,,
node/4624952481,37.7813048,-122.4172998,The Coffee Smith,cafe,coffee_shop;sandwich,Mo-Fr 06:15-15:15,,https://www.thecoffeesmithsf.com/,"401, Golden Gate Avenue, San Francisco",,,,
node/4625105136,37.7825575,-122.4169342,,fast_food,,,,,,,,,
node/4625116616,37.7942156,-122.4131398,Venticello,restaurant,italian,,,,,,,,
node/4625128134,37.7909966,-122.4039235,International Food Court,food_court,,,,,,,,,
node/4625128135,37.791039,-122.403979,L&L Hawaiian Barbecue,fast_food,hawaiian,Mo-Fr 10:00-19:00; Sa 11:00-18:00; Su off,+1 415 9562888,http://www.sanfranciscolandl.com/,"312, Kearny Street, San Francisco, 94108",no,yes,,yes
node/4625128138,37.7911897,-122.404296,Sababa,restaurant,mediterranean;israeli;falafel,Mo-Fr 11:00-21:00,+1 415 8006853,https://www.sababasf.com/,"329, Kearny Street, San Francisco, 94108",,,,
node/4625129275,37.7912305,-122.404296,Foundation Cafe,cafe,coffee_shop;filipino;sandwich,Mo-Fr 07:00-15:00; PH off,+1-415-781-8880,https://www.foundationcafesf.com/,"335, Kearny Street, San Francisco, 94108",,,,
node/4625130232,37.7911413,-122.4042854,Ayola,restaurant,mediterranean;greek,,,,,,,,
node/4625130233,37.7910708,-122.404271,DeAfghanan,restaurant,kebab,,,,"321, Kearny Street, San Francisco, 94108",,,,yes
node/4625131489,37.7916072,-122.4059455,Rock,restaurant,japanese,Mo-Sa 11:00-20:30; Su 16:00-20:30,+1 415-399-0882,http://orderrockjapanesecuisine.com,"614, Pine Street",,,,yes
node/4625131490,37.7912862,-122.404036,Tenmatsu Grab and Go,fast_food,japanese,,,,"336, Kearny Street, San Francisco, 94108",,,,
node/4625139242,37.7829962,-122.4159228,Hai's Restaurant,restaurant,,,,,,,,,
node/4625139243,37.7817861,-122.4154174,Allstars Donuts & Burgers,fast_food,donut;burger;sandwich,,,,"290, Golden Gate Avenue, San Francisco",,,,
node/4625142121,37.8084398,-122.4099566,The Dog House,fast_food,,,,,,,,,
node/4625163005,37.8087287,-122.41038,Eagle Cafe,cafe,,,,,,,,,
node/4625198260,37.7978841,-122.4359619,Rooster & Rice,restaurant,,,+1-415-776-3647,https://www.roosterandrice.com/,"2211, Filbert Street, San Francisco, 94123",,,,
node/4625220612,37.8063691,-122.4140036,Pescatore,restaurant,italian,,,https://www.hotelzoesf.com/dining,,,,,
node/4625221570,37.783539,-122.4177347,Lafayette Coffee Shop,cafe,vietnamese,,,,"611, Larkin Street, San Francisco",no,,,yes
node/4625221571,37.7836664,-122.4177655,Lee's Sandwiches,fast_food,vietnamese;sandwich,,,,"625, Larkin Street, San Francisco",no,yes,,yes
node/4625221572,37.7818863,-122.4147299,El Castillito Taqueria,fast_food,mexican;tacos;burrito,,+1 415 8850855,,"250, Golden Gate Avenue, San Francisco",,,,
node/4625221573,37.7818021,-122.4152583,Morty's,restaurant,,,,,"280, Golden Gate Avenue, San Francisco",,,,
node/4625221574,37.7817931,-122.4153387,Himalayan Pizza & Momo,fast_food,pizza;indian,Mo-Su 16:00-20:00,+1 415 6587696,http://www.himalayanpizzanmomoca.com/,"288, Golden Gate Avenue, San Francisco",,,,
node/4625221576,37.7813765,-122.4168504,Subway,fast_food,sandwich,Mo-Fr 09:00-21:00; Sa-Su 10:00-20:00,+1 415-241-9022,https://restaurants.subway.com/united-states/ca/san-francisco/376-larkin-st,"376, Larkin Street, San Francisco, 94102",,yes,,
node/4625221577,37.7816286,-122.4166811,Jin Mi Korean Cuisine,restaurant,korean,"Mo-Fr,Su 11:00-20:00; Sa off",+1 415 8345007,https://www.jinmikoreancuisine.com/,"366, Golden Gate Avenue",no,,,
node/4625261763,37.8082481,-122.4089956,,shop:bakery,,,,,,,,,
node/4625310683,37.8001671,-122.4123717,Trattoria Contadina,restaurant,italian,,,,,,,,
node/4625320600,37.800358,-122.4110142,Noren Izakaya,pub,japanese;barbecue,"Tu-Su 12:00-14:30,17:00-21:00; Mo off",+1 415 2919268,https://www.norenizakaya.com/,"1701, Powell Street, San Francisco, 94133",yes,yes,,limited
node/4626983989,37.7892272,-122.4077251,McDonald's,fast_food,burger,Mo-Th 06:00-24:00; Fr-Sa 06:00-01:30; Su 06:00-24:00,+1 415-362-1082,https://www.mcdonalds.com/us/en-us/location/36677.html,"441, Sutter Street, San Francisco, 94108",no,yes,,yes
node/4627439389,37.781223,-122.4641295,Taco Bell,fast_food,tex-mex,Mo-Su 10:00-22:00,+1 415-387-7440,https://locations.tacobell.com/ca/san-francisco/4150-geary-boulevard.html,"4150, Geary Boulevard, San Francisco, 94118",,yes,,
node/4628105878,37.765649,-122.4126352,Dandelion Chocolate Factory & Café,cafe,,,,https://www.dandelionchocolate.com/,,no,,,
node/4628137433,37.7658161,-122.4106886,Jade Cafe,restaurant,chinese,,,,,,,,
node/4628163623,37.7925243,-122.4066259,Cathay House,restaurant,,,,,,,,,
node/4628232421,37.8061305,-122.4189174,Cafe De Casa,cafe,,08:00-14:00,,,"2701, Columbus Avenue",,,,
node/4628343211,37.8073686,-122.4159677,Chennai Kings,restaurant,indian,,,,,,,,
node/4628353543,37.7905928,-122.4045089,Subway,fast_food,sandwich,Mo-Fr 09:00-18:00; Sa 09:30-17:00,+1 415-421-2000,https://restaurants.subway.com/united-states/ca/san-francisco/425-bush-st,"425, Bush Street, San Francisco, 94108",,yes,,yes
node/4628353544,37.7906287,-122.404195,Working Girls Cafe,cafe,,,,,,no,,,yes
node/4628370542,37.807595,-122.4158666,Darren's Cafe,restaurant,,,,,"2731, Taylor Street",,,,
node/4628442792,37.7838049,-122.4160942,Sing Sing,cafe,sandwich;vietnamese,,,,"309, Hyde Street, San Francisco",,,,
node/4628460555,37.7861453,-122.4170193,What the Cluck,fast_food,thai,"Mo-Fr 10:00-23:00; Sa,Su 12:00-23:00",+1 415 7804728,https://www.whatthecluckus.com/,"829, Geary Street, San Francisco",,,,
node/4628492031,37.789209,-122.4097357,Obscenity Bar & Lounge,bar,,Mo-Su 16:30-22:00,+1 415 4334434,https://www.viceroyhotelsandresorts.com/emblem/dining-nightlife/obscenity-bar-lounge,"562, Sutter Street, San Francisco",no,,,
node/4628526088,37.7853142,-122.430535,Benihana,restaurant,japanese;teppanyaki;steak,Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 12:00-23:00; Su 12:00-22:00,,,,,,,
node/4628529933,37.7856066,-122.4304623,Hikari,restaurant,sushi;japanese,"Su,Mo-Th 11:30-20:30; Fr,Sa 11:30-21:00",+1 415 8729116,https://www.hikarisushibarsf.com/,"1734, Post Street, San Francisco",,,,
node/4628566830,37.7856554,-122.4300443,Sanppo Sushi,restaurant,sushi;japanese,"Mo-Th 11:30-24:00; Fr,Sa 11:30-25:00; Su 12:00-22:00",+1 415 3463486,http://sanpposushisf.com,"1702, Post Street, San Francisco",,,,
node/4628585777,37.7858123,-122.4288488,YakiniQ,restaurant,korean;barbecue,"Mo-Th 17:00-21:30; Fr 17:00-22:00; Sa,Su 16:30-22:00",,,"1640, Post Street",,,,
node/4628592614,37.7858503,-122.4285398,Daeho,restaurant,korean,,+1 415-563-1388,https://daehokalbijjim.com/,"1620, Post Street",no,,,yes
node/4628752984,37.7680622,-122.4135732,Baklava Story,cafe,,,,,"1830, Harrison Street",,,,
node/4628830044,37.6839847,-122.4026137,Mama Mia Pizza,restaurant,pizza,,+1 415-468-1032,http://mamamiapizzas.com,"35, Visitacion Avenue, Brisbane, 94005",,,,
node/4630746191,37.8029203,-122.4029003,Starbucks,cafe,coffee_shop,,+1 415-402-0379,https://www.starbucks.com/store-locator/store/9302/levis-plaza-at-sansome-1255-battery-street-suite-600-san-francisco-ca-941,"1255, Sansome Street, San Francisco, 94111",,yes,,
node/4631698849,37.7944554,-122.3967982,Hong Kee & Kim,restaurant,vietnamese,,,,,,,,
node/4631708918,37.7847489,-122.4129205,Jonell's,bar,,,,,"401, Ellis Street, San Francisco",no,,,
node/4631708919,37.7847383,-122.4129996,Bombay Buzzing,fast_food,indian,Mo-Su 11:00-24:00,,https://bombaybuzzing.com/,"407, Ellis Street, San Francisco",no,,,
node/4631727986,37.7908683,-122.4057244,Sabra Grill,restaurant,,,,,"419, Grant Avenue",,,,
node/4631753995,37.7904404,-122.4171704,Inga Donut,restaurant,chinese;donut,,,,,,,,yes
node/4631842574,37.7975872,-122.4222394,Green Sports Bar,bar,,,,,,,,,
node/4631982687,37.7933383,-122.4073814,Hang Ah Restaurant,restaurant,chinese,Mo-Su 11:00-20:00,+1-415-982-5686,https://hangahdimsumsf.com,"1, Pagoda Place",,,,
node/4631982792,37.7960482,-122.4058136,Peninsula Sea Food Restaurant,restaurant,,,,,,,,,
node/4631982793,37.7961915,-122.4061401,ABC Cafe Restaurant,restaurant,,,,,,,,,
node/4631982798,37.7957316,-122.4065185,Grand Palace Restaurant,restaurant,,,,,,,,,
node/4631982802,37.795146,-122.4071109,Kam Lok Restaurant,restaurant,,,,,,,,,
node/4631982804,37.7951328,-122.4072257,San Sun,restaurant,,,,,,,,,
node/4631982805,37.7951705,-122.406902,Golden Dragon Dining,restaurant,chinese,,,,,,,,
node/4631999418,37.7904997,-122.404147,Yokee Milk Tea,cafe,bubble_tea;smoothie,,,,"253, Kearny Street",no,,,yes
